event_id,timestamp,user_id,event_name,resource,source_ip,region,status,ground_truth
CLOUD-00679,2025-06-02T13:23:10,user_022,GetObject,s3://project-documents,10.10.2.14,ap-south-1,Success,0
CLOUD-00098,2025-06-02T13:51:04,user_049,ListBucket,s3://project-documents,10.10.1.164,ap-south-1,Success,0
CLOUD-00838,2025-06-02T13:59:09,user_018,PutObject,s3://team-uploads,10.10.2.61,ap-south-1,Success,0
CLOUD-00699,2025-06-02T14:07:05,user_047,PutObject,s3://team-uploads,10.10.3.157,ap-south-1,Success,0
CLOUD-00292,2025-06-02T14:24:46,user_027,DescribeInstances,ec2:dev-instance,10.10.3.56,ap-south-1,Success,0
CLOUD-00516,2025-06-02T14:25:18,user_037,CreateAccessKey,iam:access-key,10.10.1.213,ap-south-1,Success,1
CLOUD-00729,2025-06-02T15:31:07,user_015,DescribeInstances,ec2:dev-instance,10.10.3.35,ap-south-1,Success,0
CLOUD-00641,2025-06-02T16:02:19,user_049,PutObject,s3://team-uploads,10.10.1.60,ap-south-1,Success,0
CLOUD-00616,2025-06-02T16:03:40,user_016,PutObject,s3://team-uploads,10.10.4.105,ap-south-1,Success,0
CLOUD-00703,2025-06-02T16:13:42,user_003,CreateAccessKey,iam:access-key,10.10.3.88,ap-south-1,Success,1
CLOUD-00380,2025-06-02T16:27:02,user_047,PutObject,s3://team-uploads,10.10.3.39,ap-south-1,Success,0
CLOUD-00088,2025-06-02T16:50:59,user_005,GetObject,s3://project-documents,10.10.1.16,ap-south-1,Success,0
CLOUD-00195,2025-06-02T17:00:22,user_019,DescribeInstances,ec2:dev-instance,10.10.3.183,ap-south-1,Success,0
CLOUD-00932,2025-06-02T18:04:36,user_032,ListBucket,s3://project-documents,10.10.4.135,ap-south-1,Success,0
CLOUD-01229,2025-06-02T18:31:21,user_020,GetObject,s3://project-documents,10.10.4.89,ap-south-1,Success,0
CLOUD-00128,2025-06-02T18:49:21,user_047,DescribeInstances,ec2:dev-instance,10.10.3.147,ap-south-1,Success,0
CLOUD-00563,2025-06-02T18:51:38,user_021,ListBucket,s3://project-documents,10.10.1.13,ap-south-1,Success,0
CLOUD-00830,2025-06-03T02:58:37,user_043,GetObject,s3://customer-exports,185.220.94.136,ap-south-1,Success,1
CLOUD-00191,2025-06-03T08:07:22,user_012,PutObject,s3://team-uploads,10.10.4.44,ap-south-1,Success,0
CLOUD-00304,2025-06-03T08:09:46,user_011,DescribeInstances,ec2:dev-instance,10.10.3.131,ap-south-1,Success,0
CLOUD-00863,2025-06-03T08:39:49,user_010,PutObject,s3://team-uploads,10.10.2.58,ap-south-1,Success,0
CLOUD-01012,2025-06-03T09:43:17,user_049,DescribeInstances,ec2:dev-instance,10.10.1.145,ap-south-1,Success,0
CLOUD-00040,2025-06-03T09:59:52,user_036,GetObject,s3://project-documents,10.10.4.210,ap-south-1,Success,0
CLOUD-00550,2025-06-03T10:03:22,user_002,GetObject,s3://project-documents,10.10.2.15,ap-south-1,Success,0
CLOUD-00144,2025-06-03T10:14:52,user_021,PutObject,s3://team-uploads,10.10.1.33,ap-south-1,Success,0
CLOUD-00792,2025-06-03T10:22:00,user_003,PutObject,s3://team-uploads,10.10.3.56,ap-south-1,Success,0
CLOUD-01064,2025-06-03T10:23:01,user_039,GetObject,s3://project-documents,10.10.3.185,ap-south-1,Success,0
CLOUD-00441,2025-06-03T10:39:56,user_008,GetObject,s3://project-documents,10.10.4.111,ap-south-1,Success,0
CLOUD-00051,2025-06-03T10:42:13,user_006,ListBucket,s3://project-documents,10.10.2.23,ap-south-1,Success,0
CLOUD-00394,2025-06-03T10:51:52,user_039,GetObject,s3://customer-exports,10.10.3.171,ap-south-1,Success,1
CLOUD-00484,2025-06-03T11:14:06,user_025,GetObject,s3://project-documents,10.10.1.71,ap-south-1,Success,0
CLOUD-00587,2025-06-03T11:31:12,user_001,CreateAccessKey,iam:access-key,10.10.1.58,ap-south-1,Success,1
CLOUD-01181,2025-06-03T11:35:10,user_018,ListBucket,s3://project-documents,10.10.2.211,ap-south-1,Success,0
CLOUD-00171,2025-06-03T11:41:28,user_019,CreateAccessKey,iam:access-key,10.10.3.159,ap-south-1,Success,1
CLOUD-00437,2025-06-03T11:54:36,user_002,ListBucket,s3://project-documents,10.10.2.127,ap-south-1,Success,0
CLOUD-00750,2025-06-03T11:55:48,user_009,ListBucket,s3://project-documents,10.10.1.199,ap-south-1,Success,0
CLOUD-00072,2025-06-03T12:27:02,user_022,DescribeInstances,ec2:dev-instance,10.10.2.158,ap-south-1,Success,0
CLOUD-01234,2025-06-03T12:59:16,user_040,PutObject,s3://team-uploads,10.10.4.121,ap-south-1,Success,0
CLOUD-01111,2025-06-03T12:59:26,user_007,DescribeInstances,ec2:dev-instance,10.10.3.11,ap-south-1,Success,0
CLOUD-00124,2025-06-03T13:05:56,user_008,PutObject,s3://team-uploads,10.10.4.148,ap-south-1,Success,0
CLOUD-00205,2025-06-03T13:43:28,user_035,PutObject,s3://team-uploads,10.10.3.66,ap-south-1,Success,0
CLOUD-00999,2025-06-03T14:04:43,user_010,DescribeInstances,ec2:dev-instance,10.10.2.168,ap-south-1,Success,0
CLOUD-00028,2025-06-03T14:06:46,user_009,DescribeInstances,ec2:dev-instance,10.10.1.215,ap-south-1,Success,0
CLOUD-01086,2025-06-03T14:44:30,user_014,DescribeInstances,ec2:dev-instance,10.10.2.32,ap-south-1,Success,0
CLOUD-00612,2025-06-03T14:54:03,user_040,ListBucket,s3://project-documents,10.10.4.217,ap-south-1,Success,0
CLOUD-00376,2025-06-03T15:44:00,user_006,ListBucket,s3://project-documents,10.10.2.162,ap-south-1,Success,0
CLOUD-00803,2025-06-03T16:01:48,user_026,DescribeInstances,ec2:dev-instance,10.10.2.124,ap-south-1,Success,0
CLOUD-00155,2025-06-03T16:07:25,user_043,GetObject,s3://project-documents,10.10.3.69,ap-south-1,Success,0
CLOUD-00774,2025-06-03T16:21:51,user_021,GetObject,s3://project-documents,10.10.1.93,ap-south-1,Success,0
CLOUD-00200,2025-06-03T16:25:19,user_015,GetObject,s3://customer-exports,10.10.3.200,ap-south-1,Success,1
CLOUD-00224,2025-06-03T17:14:24,user_009,PutObject,s3://team-uploads,10.10.1.105,ap-south-1,Success,0
CLOUD-00588,2025-06-03T17:28:08,user_042,ConsoleLogin,aws:console,185.220.86.83,ap-south-1,Success,1
CLOUD-00778,2025-06-03T17:30:42,user_025,GetObject,s3://project-documents,10.10.1.162,ap-south-1,Success,0
CLOUD-00153,2025-06-03T17:59:34,user_037,ListBucket,s3://project-documents,10.10.1.80,ap-south-1,Success,0
CLOUD-00268,2025-06-03T18:01:20,user_024,ListBucket,s3://project-documents,10.10.4.162,ap-south-1,Success,0
CLOUD-00459,2025-06-03T18:47:56,user_012,GetObject,s3://project-documents,10.10.4.60,ap-south-1,Success,0
CLOUD-00444,2025-06-04T00:52:24,user_045,GetObject,s3://customer-exports,185.220.245.103,ap-south-1,Success,1
CLOUD-00369,2025-06-04T08:01:50,user_037,GetObject,s3://project-documents,10.10.1.46,ap-south-1,Success,0
CLOUD-01117,2025-06-04T08:07:18,user_043,ListBucket,s3://project-documents,10.10.3.165,ap-south-1,Success,0
CLOUD-01134,2025-06-04T08:46:22,user_027,DescribeInstances,ec2:dev-instance,10.10.3.22,ap-south-1,Success,0
CLOUD-00865,2025-06-04T09:07:07,user_002,DescribeInstances,ec2:dev-instance,10.10.2.107,ap-south-1,Success,0
CLOUD-00697,2025-06-04T09:20:19,user_022,GetObject,s3://customer-exports,10.10.2.181,ap-south-1,Success,1
CLOUD-00037,2025-06-04T10:23:32,user_027,DescribeInstances,ec2:dev-instance,10.10.3.10,ap-south-1,Success,0
CLOUD-01073,2025-06-04T10:26:17,user_003,DescribeInstances,ec2:dev-instance,10.10.3.134,ap-south-1,Success,0
CLOUD-00107,2025-06-04T11:02:50,user_012,DescribeInstances,ec2:dev-instance,10.10.4.19,ap-south-1,Success,0
CLOUD-01246,2025-06-04T11:15:24,user_045,PutObject,s3://team-uploads,10.10.1.82,ap-south-1,Success,0
CLOUD-00635,2025-06-04T11:40:09,user_018,PutObject,s3://team-uploads,10.10.2.111,ap-south-1,Success,0
CLOUD-01244,2025-06-04T12:05:03,user_023,GetObject,s3://project-documents,10.10.3.120,ap-south-1,Success,0
CLOUD-00986,2025-06-04T12:12:07,user_047,GetObject,s3://project-documents,10.10.3.72,ap-south-1,Success,0
CLOUD-00396,2025-06-04T12:46:03,user_038,DescribeInstances,ec2:dev-instance,10.10.2.161,ap-south-1,Success,0
CLOUD-00422,2025-06-04T12:59:18,user_012,PutObject,s3://team-uploads,10.10.4.64,ap-south-1,Success,0
CLOUD-00686,2025-06-04T13:11:37,user_016,PutObject,s3://team-uploads,10.10.4.206,ap-south-1,Success,0
CLOUD-01052,2025-06-04T13:23:06,user_046,GetObject,s3://project-documents,10.10.2.138,ap-south-1,Success,0
CLOUD-00241,2025-06-04T13:23:58,user_019,GetObject,s3://finance-backups,10.10.3.47,ap-south-1,Success,1
CLOUD-00238,2025-06-04T13:25:07,user_022,ListBucket,s3://project-documents,10.10.2.54,ap-south-1,Success,0
CLOUD-00984,2025-06-04T13:39:27,user_029,DescribeInstances,ec2:dev-instance,10.10.1.177,ap-south-1,Success,0
CLOUD-00998,2025-06-04T14:01:16,user_034,GetObject,s3://project-documents,10.10.2.144,ap-south-1,Success,0
CLOUD-01011,2025-06-04T14:07:19,user_012,PutObject,s3://team-uploads,10.10.4.75,ap-south-1,Success,0
CLOUD-01105,2025-06-04T14:47:49,user_033,DescribeInstances,ec2:dev-instance,10.10.1.108,ap-south-1,Success,0
CLOUD-00960,2025-06-04T15:00:49,user_006,DescribeInstances,ec2:dev-instance,10.10.2.156,ap-south-1,Success,0
CLOUD-00526,2025-06-04T15:42:40,user_013,PutObject,s3://team-uploads,10.10.1.45,ap-south-1,Success,0
CLOUD-00382,2025-06-04T15:52:07,user_048,PutObject,s3://team-uploads,10.10.4.208,ap-south-1,Success,0
CLOUD-00168,2025-06-04T15:59:32,user_037,DescribeInstances,ec2:dev-instance,10.10.1.207,ap-south-1,Success,0
CLOUD-00850,2025-06-04T16:42:20,user_042,PutObject,s3://team-uploads,10.10.2.146,ap-south-1,Success,0
CLOUD-00202,2025-06-04T16:57:50,user_027,GetObject,s3://project-documents,10.10.3.200,ap-south-1,Success,0
CLOUD-01083,2025-06-04T17:17:20,user_034,GetObject,s3://project-documents,10.10.2.133,ap-south-1,Success,0
CLOUD-00639,2025-06-04T18:00:29,user_045,DescribeInstances,ec2:dev-instance,10.10.1.206,ap-south-1,Success,0
CLOUD-00644,2025-06-04T18:12:52,user_005,GetObject,s3://project-documents,10.10.1.131,ap-south-1,Success,0
CLOUD-00433,2025-06-04T18:13:22,user_018,PutObject,s3://team-uploads,10.10.2.99,ap-south-1,Success,0
CLOUD-00561,2025-06-04T18:15:40,user_030,GetObject,s3://project-documents,10.10.2.84,ap-south-1,Success,0
CLOUD-00409,2025-06-04T18:47:37,user_020,DescribeInstances,ec2:dev-instance,10.10.4.139,ap-south-1,Success,0
CLOUD-00802,2025-06-04T18:58:42,user_006,GetObject,s3://project-documents,10.10.2.25,ap-south-1,Success,0
CLOUD-00140,2025-06-04T22:53:29,user_023,ConsoleLogin,aws:console,10.10.3.84,ap-south-1,Success,1
CLOUD-00163,2025-06-05T02:56:54,user_028,GetObject,s3://customer-exports,185.220.12.24,ap-south-1,Success,1
CLOUD-00125,2025-06-05T04:30:17,user_013,ConsoleLogin,aws:console,10.10.1.32,ap-south-1,Success,1
CLOUD-00538,2025-06-05T08:29:43,user_031,CreateAccessKey,iam:access-key,10.10.3.41,ap-south-1,Success,1
CLOUD-00745,2025-06-05T08:45:25,user_021,PutObject,s3://team-uploads,10.10.1.114,ap-south-1,Success,0
CLOUD-00989,2025-06-05T09:42:30,user_023,ConsoleLogin,aws:console,185.220.64.44,ap-south-1,Success,1
CLOUD-00946,2025-06-05T09:48:32,user_025,ConsoleLogin,aws:console,185.220.32.20,ap-south-1,Success,1
CLOUD-00537,2025-06-05T10:04:42,user_042,DescribeInstances,ec2:dev-instance,10.10.2.196,ap-south-1,Success,0
CLOUD-01209,2025-06-05T10:07:48,user_048,ListBucket,s3://project-documents,10.10.4.75,ap-south-1,Success,0
CLOUD-00764,2025-06-05T10:17:32,user_031,ListBucket,s3://project-documents,10.10.3.41,ap-south-1,Success,0
CLOUD-01091,2025-06-05T10:41:05,user_025,CreateAccessKey,iam:access-key,10.10.1.144,ap-south-1,Success,1
CLOUD-00777,2025-06-05T11:06:05,user_018,ListBucket,s3://project-documents,10.10.2.65,ap-south-1,Success,0
CLOUD-00530,2025-06-05T11:10:56,user_029,DescribeInstances,ec2:dev-instance,10.10.1.139,ap-south-1,Success,0
CLOUD-00822,2025-06-05T11:29:06,user_049,ListBucket,s3://project-documents,10.10.1.58,ap-south-1,Success,0
CLOUD-00977,2025-06-05T11:30:44,user_001,ListBucket,s3://project-documents,10.10.1.97,ap-south-1,Success,0
CLOUD-00661,2025-06-05T11:35:32,user_025,GetObject,s3://project-documents,10.10.1.177,ap-south-1,Success,0
CLOUD-01016,2025-06-05T11:37:09,user_034,DescribeInstances,ec2:dev-instance,10.10.2.190,ap-south-1,Success,0
CLOUD-00768,2025-06-05T13:09:37,user_011,PutObject,s3://team-uploads,10.10.3.105,ap-south-1,Success,0
CLOUD-00917,2025-06-05T13:10:32,user_035,PutObject,s3://team-uploads,10.10.3.199,ap-south-1,Success,0
CLOUD-00399,2025-06-05T13:18:41,user_006,DescribeInstances,ec2:dev-instance,10.10.2.94,ap-south-1,Success,0
CLOUD-00184,2025-06-05T13:38:06,user_006,GetObject,s3://project-documents,10.10.2.192,ap-south-1,Success,0
CLOUD-00183,2025-06-05T13:39:40,user_037,GetObject,s3://project-documents,10.10.1.175,ap-south-1,Success,0
CLOUD-00071,2025-06-05T13:40:01,user_041,PutObject,s3://team-uploads,10.10.1.189,ap-south-1,Success,0
CLOUD-01178,2025-06-05T14:07:21,user_023,GetObject,s3://project-documents,10.10.3.138,ap-south-1,Success,0
CLOUD-00622,2025-06-05T14:18:37,user_015,GetObject,s3://project-documents,10.10.3.169,ap-south-1,Success,0
CLOUD-01185,2025-06-05T14:55:33,user_035,DescribeInstances,ec2:dev-instance,10.10.3.197,ap-south-1,Success,0
CLOUD-00110,2025-06-05T15:03:43,user_028,ListBucket,s3://project-documents,10.10.4.64,ap-south-1,Success,0
CLOUD-00747,2025-06-05T15:03:43,user_017,ListBucket,s3://project-documents,10.10.1.136,ap-south-1,Success,0
CLOUD-00179,2025-06-05T15:44:14,user_041,ListBucket,s3://project-documents,10.10.1.126,ap-south-1,Success,0
CLOUD-01089,2025-06-05T16:04:54,user_001,PutObject,s3://team-uploads,10.10.1.58,ap-south-1,Success,0
CLOUD-00462,2025-06-05T16:19:06,user_024,ConsoleLogin,aws:console,185.220.90.183,ap-south-1,Success,1
CLOUD-01075,2025-06-05T17:23:36,user_014,DescribeInstances,ec2:dev-instance,10.10.2.193,ap-south-1,Success,0
CLOUD-00584,2025-06-05T17:58:07,user_039,CreateAccessKey,iam:access-key,10.10.3.199,ap-south-1,Success,1
CLOUD-00410,2025-06-05T18:06:39,user_047,PutObject,s3://team-uploads,10.10.3.65,ap-south-1,Success,0
CLOUD-00188,2025-06-05T18:29:51,user_039,PutObject,s3://team-uploads,10.10.3.69,ap-south-1,Success,0
CLOUD-00301,2025-06-05T18:46:40,user_024,DescribeInstances,ec2:dev-instance,10.10.4.61,ap-south-1,Success,0
CLOUD-00912,2025-06-05T18:59:08,user_035,ListBucket,s3://project-documents,10.10.3.55,ap-south-1,Success,0
CLOUD-00811,2025-06-05T22:32:12,user_015,ConsoleLogin,aws:console,10.10.3.54,ap-south-1,Success,1
CLOUD-00481,2025-06-05T23:05:21,user_013,GetObject,s3://customer-exports,185.220.21.80,ap-south-1,Success,1
CLOUD-00956,2025-06-05T23:44:26,user_009,GetObject,s3://customer-exports,185.220.102.52,ap-south-1,Success,1
CLOUD-01076,2025-06-06T01:46:31,user_007,GetObject,s3://customer-exports,185.220.252.230,ap-south-1,Success,1
CLOUD-00019,2025-06-06T09:23:58,user_006,PutObject,s3://team-uploads,10.10.2.52,ap-south-1,Success,0
CLOUD-00046,2025-06-06T09:32:03,user_032,ListBucket,s3://project-documents,10.10.4.105,ap-south-1,Success,0
CLOUD-01071,2025-06-06T09:44:31,user_004,DescribeInstances,ec2:dev-instance,10.10.4.40,ap-south-1,Success,0
CLOUD-01008,2025-06-06T09:44:45,user_028,GetObject,s3://project-documents,10.10.4.105,ap-south-1,Success,0
CLOUD-00950,2025-06-06T09:48:25,user_020,GetObject,s3://project-documents,10.10.4.89,ap-south-1,Success,0
CLOUD-00786,2025-06-06T10:32:30,user_047,DescribeInstances,ec2:dev-instance,10.10.3.59,ap-south-1,Success,0
CLOUD-00607,2025-06-06T10:36:15,user_003,ListBucket,s3://project-documents,10.10.3.49,ap-south-1,Success,0
CLOUD-00057,2025-06-06T10:41:58,user_027,DescribeInstances,ec2:dev-instance,10.10.3.92,ap-south-1,Success,0
CLOUD-00592,2025-06-06T10:46:08,user_002,ListBucket,s3://project-documents,10.10.2.16,ap-south-1,Success,0
CLOUD-00473,2025-06-06T10:50:01,user_043,ListBucket,s3://project-documents,10.10.3.111,ap-south-1,Success,0
CLOUD-00229,2025-06-06T11:08:09,user_018,PutObject,s3://team-uploads,10.10.2.166,ap-south-1,Success,0
CLOUD-00495,2025-06-06T11:19:46,user_003,PutObject,s3://team-uploads,10.10.3.77,ap-south-1,Success,0
CLOUD-00590,2025-06-06T11:26:12,user_002,DescribeInstances,ec2:dev-instance,10.10.2.207,ap-south-1,Success,0
CLOUD-00091,2025-06-06T12:47:59,user_036,ConsoleLogin,aws:console,185.220.45.2,ap-south-1,Success,1
CLOUD-00424,2025-06-06T12:50:02,user_029,ListBucket,s3://project-documents,10.10.1.183,ap-south-1,Success,0
CLOUD-00365,2025-06-06T12:52:35,user_023,PutObject,s3://team-uploads,10.10.3.162,ap-south-1,Success,0
CLOUD-00367,2025-06-06T13:50:27,user_020,GetObject,s3://customer-exports,10.10.4.174,ap-south-1,Success,1
CLOUD-00595,2025-06-06T14:08:35,user_005,PutObject,s3://team-uploads,10.10.1.53,ap-south-1,Success,0
CLOUD-00378,2025-06-06T14:25:44,user_006,GetObject,s3://finance-backups,10.10.2.69,ap-south-1,Success,1
