event_id,user_id,timestamp,alert_type,severity,reason
SAAS-00261,user_013,2025-06-16T14:36:38,Shadow IT,Medium,Unauthorized non-AI SaaS application: WeTransfer
SAAS-00622,user_034,2025-06-16T16:34:26,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00568,user_034,2025-06-17T11:02:42,Shadow IT,Medium,Unauthorized non-AI SaaS application: WeTransfer
SAAS-00737,user_018,2025-06-17T13:22:44,Shadow IT,Medium,Unauthorized non-AI SaaS application: Notion
SAAS-00867,user_046,2025-06-18T12:14:12,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00220,user_038,2025-06-18T12:45:35,Shadow IT,Medium,Unauthorized non-AI SaaS application: WeTransfer
SAAS-00562,user_015,2025-06-19T09:30:36,Shadow IT,Medium,Unauthorized non-AI SaaS application: Trello
SAAS-00780,user_039,2025-06-19T15:30:42,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00532,user_038,2025-06-20T08:28:43,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00075,user_004,2025-06-20T11:43:52,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00902,user_049,2025-06-20T12:26:18,Shadow IT,Medium,Unauthorized non-AI SaaS application: WeTransfer
SAAS-00086,user_028,2025-06-20T16:28:27,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00638,user_032,2025-06-20T16:42:29,Shadow IT,Medium,Unauthorized non-AI SaaS application: Notion
SAAS-00121,user_021,2025-06-21T08:45:58,Shadow IT,Medium,Unauthorized non-AI SaaS application: Notion
SAAS-00051,user_001,2025-06-21T14:23:49,Shadow IT,Medium,Unauthorized non-AI SaaS application: WeTransfer
SAAS-00184,user_046,2025-06-22T16:30:37,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00254,user_006,2025-06-23T14:06:55,Shadow IT,Medium,Unauthorized non-AI SaaS application: Trello
SAAS-00117,user_037,2025-06-24T10:40:00,Shadow IT,Medium,Unauthorized non-AI SaaS application: Notion
SAAS-00628,user_015,2025-06-24T17:04:24,Shadow IT,Medium,Unauthorized non-AI SaaS application: Notion
SAAS-01195,user_039,2025-06-25T16:01:07,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00079,user_041,2025-06-25T17:38:21,Shadow IT,Medium,Unauthorized non-AI SaaS application: Dropbox
SAAS-00924,user_028,2025-06-28T09:00:54,Shadow IT,Medium,Unauthorized non-AI SaaS application: Trello
SAAS-00719,user_050,2025-06-28T13:45:47,Shadow IT,Medium,Unauthorized non-AI SaaS application: WeTransfer
